,balance,housing,loan,duration,campaign,poutcome,Term Deposit,Count_Txn,age,job,marital,education,Annual_Income,Gender
3017,760,yes,no,411,1,unknown,0,417,51,unemployed,married,secondary,1033395,M
3018,683,yes,no,245,2,unknown,0,287,34,blue-collar,married,secondary,2193993,F
3019,1311,yes,no,643,1,unknown,0,140,43,blue-collar,married,secondary,368813,M
3020,606,yes,no,643,2,unknown,0,436,50,blue-collar,married,secondary,4301787,F
3021,0,yes,no,220,7,unknown,0,140,44,blue-collar,married,primary,2661749,F
3022,192,yes,no,232,1,unknown,0,257,25,services,single,secondary,1745119,M
3023,751,yes,no,115,3,unknown,0,397,60,blue-collar,married,secondary,368443,M
3024,3383,no,no,485,2,unknown,0,378,32,technician,single,secondary,1280814,F
3025,447,yes,yes,106,5,unknown,0,288,44,admin.,married,secondary,4784013,F
3026,3096,yes,no,107,1,unknown,0,216,26,student,single,secondary,1384664,F
3027,998,yes,no,643,2,unknown,0,189,36,admin.,married,secondary,2227199,F
3028,303,yes,no,180,4,unknown,0,106,29,entrepreneur,single,tertiary,2876156,F
3029,1952,yes,no,354,1,unknown,0,154,29,management,single,tertiary,1614166,F
3030,171,yes,no,55,1,unknown,0,218,42,blue-collar,married,secondary,4580556,M
3031,116,no,no,392,1,unknown,0,268,32,blue-collar,single,secondary,2144965,F
3032,766,yes,no,123,1,unknown,0,356,37,admin.,married,secondary,2052932,M
3033,500,yes,no,148,3,unknown,0,117,50,admin.,divorced,secondary,4630024,F
3034,2017,yes,no,74,3,unknown,0,207,44,blue-collar,married,secondary,2133250,F
3035,672,yes,no,267,8,unknown,0,133,43,technician,married,secondary,890376,F
3036,450,yes,no,374,2,unknown,0,448,41,services,married,primary,3701897,M
3037,31,yes,no,295,2,unknown,0,261,45,admin.,married,secondary,4629905,M
3038,3383,yes,no,149,2,unknown,0,283,41,admin.,married,tertiary,578840,F
3039,629,yes,no,226,2,unknown,0,205,57,technician,married,secondary,3696860,F
3040,2800,yes,no,643,1,unknown,0,345,34,self-employed,single,tertiary,2925154,M
3041,1549,yes,no,95,6,unknown,0,244,47,services,married,secondary,464693,M
3042,3383,yes,no,229,2,unknown,0,236,49,technician,married,secondary,3141068,M
3043,1406,yes,no,252,3,unknown,0,300,58,blue-collar,married,primary,4054442,M
3044,425,yes,no,286,14,unknown,0,428,51,unemployed,married,secondary,2245892,F
3045,328,yes,no,242,5,unknown,0,117,30,management,married,tertiary,4623951,M
3046,430,yes,yes,335,1,unknown,0,361,47,services,divorced,secondary,3641351,M
3047,3383,no,no,323,5,unknown,0,355,29,technician,single,secondary,1004537,F
3048,111,yes,no,140,1,unknown,0,390,51,blue-collar,married,primary,1688763,M
3049,1158,yes,no,159,3,unknown,0,183,49,housemaid,single,primary,868777,F
3050,823,yes,no,293,3,unknown,0,236,43,services,married,secondary,1988851,F
3051,410,yes,no,85,4,unknown,0,309,41,blue-collar,married,primary,1870759,M
3052,1028,yes,no,343,1,unknown,0,293,29,admin.,single,secondary,1319348,M
3053,1288,yes,no,295,1,unknown,0,403,42,blue-collar,married,primary,537137,F
3054,0,yes,no,360,1,unknown,0,471,34,blue-collar,single,secondary,4622211,M
3055,474,yes,yes,183,4,unknown,0,153,44,management,married,tertiary,2665146,F
3056,2416,yes,no,304,3,unknown,0,479,44,services,divorced,secondary,4653317,F
3057,233,yes,no,382,10,unknown,0,376,30,management,married,tertiary,4624331,F
3058,277,no,no,514,2,unknown,0,101,26,blue-collar,single,secondary,2726456,F
3059,280,yes,no,142,3,unknown,0,103,28,technician,single,secondary,2738953,M
3060,2106,yes,yes,162,2,unknown,0,267,42,technician,married,tertiary,2511994,F
3061,2610,yes,no,301,3,unknown,0,230,40,housemaid,divorced,primary,2097986,F
3062,329,yes,no,264,2,unknown,0,447,49,retired,married,secondary,3151099,M
3063,1811,yes,no,150,1,unknown,0,281,42,admin.,divorced,secondary,1473367,F
3064,387,yes,yes,49,1,unknown,0,434,29,admin.,married,secondary,4932209,M
3065,3383,yes,no,326,3,unknown,0,116,47,blue-collar,married,primary,3718049,F
3066,1333,yes,no,468,2,unknown,0,410,42,management,married,secondary,1797237,M
3067,864,yes,no,183,2,unknown,0,390,45,services,divorced,secondary,2347325,F
3068,900,yes,no,339,1,unknown,0,152,29,admin.,single,secondary,2315816,M
3069,744,yes,no,125,1,unknown,0,262,41,technician,married,tertiary,1442584,M
3070,3383,yes,no,232,2,unknown,0,490,40,blue-collar,single,secondary,3419265,M
3071,3383,yes,no,312,5,unknown,0,365,48,admin.,married,secondary,2117736,M
3072,348,yes,no,423,2,unknown,0,178,41,blue-collar,married,primary,3967582,F
3073,2077,yes,no,163,1,unknown,0,330,60,retired,married,secondary,3427276,F
3074,1945,no,no,191,1,unknown,0,342,44,management,married,tertiary,2117106,F
3075,21,yes,no,248,1,unknown,0,129,49,self-employed,single,tertiary,3374142,M
3076,3383,yes,no,146,1,unknown,0,255,47,management,divorced,tertiary,859135,F
3077,1764,yes,no,125,2,unknown,0,110,48,technician,married,secondary,588707,M
3078,248,yes,no,234,1,unknown,0,158,44,admin.,married,primary,1922423,M
3079,0,no,no,17,24,unknown,0,202,28,blue-collar,married,primary,3372412,F
3080,37,yes,no,546,1,unknown,0,223,31,services,married,secondary,2194855,M
3081,236,yes,no,554,1,unknown,0,134,29,blue-collar,married,primary,643843,M
3082,246,yes,no,162,4,unknown,0,126,28,student,single,secondary,2402338,M
3083,206,yes,no,436,1,unknown,0,343,43,services,divorced,secondary,3173788,F
3084,162,yes,no,297,2,unknown,0,304,32,services,married,secondary,1560069,F
3085,976,yes,no,302,2,unknown,0,177,44,technician,divorced,secondary,1714772,F
3086,645,yes,yes,349,5,unknown,0,431,42,technician,married,secondary,1113212,M
3087,1794,yes,no,174,2,unknown,0,491,45,blue-collar,married,primary,3511576,F
3088,358,yes,no,180,1,unknown,0,278,31,admin.,single,secondary,4326339,M
3089,3383,yes,no,643,5,unknown,0,316,48,technician,single,secondary,3178410,F
3090,532,yes,no,137,2,unknown,0,176,45,blue-collar,married,primary,1212992,M
3091,1150,yes,no,282,1,unknown,0,488,27,blue-collar,single,secondary,1606379,F
3092,680,yes,no,321,1,unknown,0,358,55,blue-collar,married,primary,1168110,F
3093,245,yes,no,126,3,unknown,0,196,45,entrepreneur,married,secondary,1087507,M
3094,13,yes,no,554,1,unknown,0,490,50,unemployed,married,secondary,4621394,M
3095,728,yes,no,21,11,unknown,0,107,44,unemployed,married,secondary,2242980,M
3096,137,yes,no,427,1,unknown,0,134,45,admin.,married,secondary,2077313,M
3097,289,no,no,97,5,unknown,0,198,51,housemaid,married,primary,2397471,F
3098,609,yes,no,402,1,unknown,0,313,30,blue-collar,single,secondary,1897621,F
3099,3383,yes,no,252,2,unknown,0,274,43,blue-collar,married,secondary,3681684,M
3100,574,yes,no,449,2,unknown,0,147,41,blue-collar,married,primary,3093041,M
3101,1480,yes,no,360,2,unknown,0,302,30,blue-collar,married,primary,4381563,M
3102,343,yes,no,89,7,unknown,0,326,41,blue-collar,married,secondary,3281246,M
3103,424,yes,yes,241,2,unknown,0,222,29,blue-collar,married,secondary,2292986,F
3104,413,yes,no,574,2,unknown,0,481,31,admin.,married,secondary,1508262,F
3105,277,yes,no,274,2,unknown,0,204,40,technician,single,secondary,3996475,M
3106,2157,yes,no,154,2,unknown,0,414,41,blue-collar,married,secondary,1164700,M
3107,738,yes,no,71,4,unknown,0,167,43,admin.,divorced,secondary,2245323,M
3108,101,yes,no,122,4,unknown,0,342,43,blue-collar,married,primary,4621045,M
3109,52,yes,no,166,4,unknown,0,378,50,entrepreneur,married,tertiary,4619400,M
3110,262,yes,no,163,5,unknown,0,155,40,unemployed,divorced,secondary,3035817,M
3111,95,yes,no,167,3,unknown,0,456,23,blue-collar,single,secondary,4618180,M
3112,66,yes,no,91,7,unknown,0,362,37,admin.,married,secondary,3873852,M
3113,3383,yes,no,133,4,unknown,0,494,47,blue-collar,married,secondary,4077072,F
3114,294,yes,no,594,2,unknown,0,176,29,blue-collar,married,secondary,4770674,M
3115,1465,yes,no,86,2,unknown,0,488,46,technician,married,secondary,4497988,M
3116,0,yes,no,40,2,unknown,0,128,31,admin.,married,secondary,4990946,M
3117,3383,yes,no,166,3,unknown,0,305,57,technician,single,secondary,3083990,M
3118,1487,yes,no,302,16,unknown,0,198,54,blue-collar,married,secondary,3892766,M
3119,295,yes,no,303,4,unknown,0,350,44,blue-collar,married,primary,4618039,F
3120,0,no,no,636,6,unknown,0,169,36,blue-collar,married,secondary,4718062,F
3121,219,yes,no,341,5,unknown,0,115,54,blue-collar,married,secondary,3191487,M
3122,1442,yes,yes,483,3,unknown,0,144,38,technician,married,secondary,768718,F
3123,360,yes,no,220,2,unknown,0,257,38,blue-collar,married,secondary,503362,F
3124,339,yes,no,234,2,unknown,0,397,40,blue-collar,married,secondary,268594,F
3125,1427,yes,no,32,3,unknown,0,163,46,technician,married,secondary,1540184,F
3126,30,yes,no,211,3,unknown,0,108,41,admin.,single,secondary,4932117,M
3127,483,yes,no,643,2,unknown,0,471,33,management,married,tertiary,1943929,M
3128,402,yes,no,482,2,unknown,0,256,36,admin.,married,secondary,3531942,F
3129,3383,yes,no,238,2,unknown,0,116,59,retired,married,secondary,3079678,M
3130,0,no,no,370,2,unknown,0,164,49,blue-collar,married,primary,2876290,M
3131,2631,yes,no,76,2,unknown,0,140,49,blue-collar,married,secondary,3637427,M
3132,112,yes,no,225,2,unknown,0,237,44,blue-collar,married,primary,4105552,M
3133,664,yes,no,256,2,unknown,0,109,38,admin.,married,secondary,476722,M
3134,2626,yes,no,567,3,unknown,0,177,44,technician,married,secondary,4222789,M
3135,28,yes,no,643,4,unknown,0,413,43,technician,single,secondary,2868685,F
3136,321,yes,no,147,3,unknown,0,223,42,blue-collar,married,primary,2197503,M
3137,1794,yes,no,135,2,unknown,0,252,41,admin.,married,secondary,710789,M
3138,989,yes,no,260,2,unknown,0,133,52,services,married,secondary,3688435,M
3139,3383,yes,no,254,2,unknown,0,276,41,technician,single,tertiary,2361886,M
3140,416,yes,no,643,2,unknown,0,378,29,blue-collar,married,secondary,1947615,F
3141,389,yes,no,76,9,unknown,0,363,36,blue-collar,married,secondary,4615549,M
3142,1260,yes,no,79,3,unknown,0,323,42,blue-collar,married,secondary,3877380,M
3143,82,no,no,94,6,unknown,0,478,34,management,married,tertiary,1212457,M
3144,94,yes,yes,208,5,unknown,0,295,35,technician,married,secondary,2770374,M
3145,3383,yes,no,643,3,unknown,1,422,41,blue-collar,divorced,secondary,3353989,F
3146,3383,yes,no,271,2,unknown,0,106,57,retired,married,primary,713302,M
3147,0,yes,yes,166,5,unknown,0,236,46,self-employed,married,secondary,4528908,M
3148,1196,yes,yes,256,4,unknown,0,367,58,admin.,married,secondary,4613055,F
3149,810,yes,no,19,14,unknown,0,211,50,blue-collar,married,secondary,1178911,M
3150,3105,yes,no,173,11,unknown,0,167,57,technician,divorced,secondary,3489728,M
3151,351,yes,no,367,3,unknown,0,244,47,technician,married,secondary,1908818,M
3152,2612,yes,no,414,2,unknown,0,337,46,blue-collar,single,secondary,2062246,M
3153,556,yes,no,227,4,unknown,0,328,47,blue-collar,divorced,primary,3788783,M
3154,380,yes,no,349,2,unknown,0,329,49,blue-collar,divorced,primary,1964461,M
3155,953,yes,no,278,2,unknown,0,150,49,blue-collar,married,primary,1837965,M
3156,786,yes,yes,103,5,unknown,0,362,26,blue-collar,single,secondary,3360974,M
3157,601,yes,no,249,2,unknown,0,427,52,management,married,tertiary,4072900,M
3158,651,yes,no,143,3,unknown,0,315,47,management,married,secondary,4211632,F
3159,0,yes,no,37,3,unknown,0,421,43,technician,single,secondary,2131677,F
3160,79,yes,no,168,3,unknown,0,114,20,student,single,tertiary,2624389,F
3161,0,yes,no,260,3,unknown,0,204,43,services,married,secondary,460898,M
3162,3383,yes,no,162,3,unknown,0,143,53,admin.,married,secondary,1920621,M
3163,422,yes,no,187,3,unknown,0,218,40,self-employed,married,primary,3839896,M
3164,598,no,no,266,2,unknown,0,316,52,technician,married,secondary,3523579,F
3165,123,no,no,279,2,unknown,0,325,43,technician,divorced,tertiary,500526,F
3166,0,yes,no,159,2,unknown,0,365,55,management,married,tertiary,3578578,M
3167,718,yes,no,318,2,unknown,0,251,41,entrepreneur,married,secondary,2908847,M
3168,406,yes,yes,104,3,unknown,0,120,36,blue-collar,married,secondary,4609759,F
3169,3383,yes,no,643,3,unknown,0,299,57,management,divorced,secondary,269396,M
3170,35,yes,no,643,4,unknown,0,337,30,admin.,single,secondary,4609683,F
3171,1132,no,no,95,4,unknown,0,476,41,management,married,tertiary,3234860,F
3172,1121,yes,no,176,2,unknown,0,128,56,services,married,secondary,265116,M
3173,3383,yes,no,179,2,unknown,0,447,44,blue-collar,married,primary,620682,M
3174,827,yes,no,319,5,unknown,0,416,45,blue-collar,married,secondary,1511192,M
3175,471,no,yes,114,2,unknown,0,116,43,retired,married,primary,3555203,F
3176,2938,yes,no,170,5,unknown,0,458,50,technician,married,tertiary,884000,M
3177,219,yes,yes,311,5,unknown,0,431,26,blue-collar,married,primary,4608765,F
3178,719,yes,no,362,3,unknown,0,230,34,services,single,secondary,1019869,M
3179,439,yes,no,347,8,unknown,0,405,39,admin.,married,primary,4606123,F
3180,0,yes,no,86,4,unknown,0,373,32,management,single,tertiary,703010,M
3181,74,yes,no,101,4,unknown,0,272,46,services,married,secondary,4205889,M
3182,44,yes,no,288,2,unknown,0,419,58,management,married,tertiary,3851533,F
3183,52,yes,no,44,3,unknown,0,499,54,entrepreneur,married,secondary,3548851,F
3184,581,yes,no,643,3,unknown,0,387,40,services,married,secondary,4716899,M
3185,860,yes,no,90,3,unknown,0,201,42,management,married,primary,1281686,M
3186,259,yes,no,155,6,unknown,0,141,42,unemployed,married,primary,714143,M
3187,95,yes,no,468,5,unknown,0,273,50,blue-collar,married,secondary,3182483,M
3188,516,yes,no,226,2,unknown,0,478,50,management,married,tertiary,4604048,F
3189,3383,yes,no,54,2,unknown,0,354,42,housemaid,single,primary,3954440,M
3190,1384,yes,no,643,4,unknown,1,468,41,blue-collar,married,secondary,573445,M
3191,3383,yes,no,114,2,unknown,0,497,50,blue-collar,married,primary,1220303,M
3192,2918,yes,no,349,2,unknown,0,415,42,admin.,married,secondary,2378285,M
3193,556,yes,yes,643,3,unknown,1,415,46,admin.,married,secondary,3850604,F
3194,2235,yes,yes,643,2,unknown,0,398,48,admin.,married,secondary,3740895,F
3195,143,yes,no,305,3,unknown,0,440,50,management,married,tertiary,4602130,F
3196,1500,no,no,148,3,unknown,0,307,52,technician,divorced,primary,1634463,M
3197,3383,no,no,243,1,unknown,0,437,43,admin.,single,secondary,4897001,F
3198,2440,yes,no,391,2,unknown,0,122,57,management,married,tertiary,1093478,F
3199,2040,yes,no,204,1,unknown,0,139,49,admin.,single,secondary,2305700,F
3200,678,yes,no,236,4,unknown,0,186,30,management,married,secondary,2554856,M
3201,3383,yes,no,112,1,unknown,0,453,52,technician,married,secondary,2423660,M
3202,3291,yes,no,125,4,unknown,0,209,41,housemaid,married,primary,3867707,F
3203,543,yes,no,141,1,unknown,0,193,47,services,married,secondary,4773760,F
3204,3383,yes,no,360,1,unknown,0,475,46,admin.,married,secondary,2915792,F
3205,0,yes,no,312,6,unknown,0,455,27,services,married,secondary,1759641,M
3206,3269,yes,no,366,1,unknown,0,348,46,services,married,secondary,3632786,M
3207,420,yes,no,100,1,unknown,0,498,53,entrepreneur,married,tertiary,2143191,F
3208,0,no,no,70,1,unknown,0,310,51,retired,married,secondary,4732771,M
3209,201,yes,no,254,1,unknown,0,338,47,technician,married,secondary,3160103,M
3210,2537,yes,yes,230,1,unknown,0,288,60,retired,married,secondary,788649,M
3211,107,no,no,246,1,unknown,0,191,47,management,divorced,tertiary,4184829,M
3212,3383,yes,no,97,1,unknown,0,140,48,services,married,secondary,1264899,F
3213,3383,yes,no,135,1,unknown,0,410,45,blue-collar,married,secondary,4933590,F
3214,191,yes,no,643,1,unknown,1,270,52,blue-collar,divorced,primary,4601107,M
3215,183,yes,no,73,1,unknown,0,355,53,retired,married,tertiary,4566308,M
3216,2883,yes,yes,12,3,unknown,0,321,54,technician,married,tertiary,4656399,M
3217,2515,yes,yes,65,1,unknown,0,284,46,admin.,divorced,secondary,4645729,M
3218,1108,yes,no,420,1,unknown,0,390,48,admin.,divorced,secondary,4932583,M
3219,56,yes,yes,259,1,unknown,0,137,43,retired,married,secondary,2278420,M
3220,1270,yes,no,192,1,unknown,0,225,42,unemployed,married,tertiary,1671083,F
3221,1894,yes,no,189,1,unknown,0,328,56,retired,married,secondary,967892,F
3222,0,yes,yes,263,1,unknown,0,353,48,services,divorced,secondary,4971915,M
3223,2217,yes,no,126,1,unknown,0,480,45,blue-collar,married,primary,2074430,M
3224,1330,yes,no,415,8,unknown,0,282,51,admin.,married,primary,800366,M
3225,3173,no,no,643,1,unknown,1,316,43,self-employed,single,secondary,2636993,F
3226,2157,yes,yes,260,1,unknown,0,389,42,technician,single,tertiary,400918,F
3227,1033,yes,no,71,1,unknown,0,336,44,management,married,tertiary,4742437,M
3228,3383,yes,no,643,1,unknown,0,228,40,services,married,secondary,1699696,F
3229,3381,yes,no,75,1,unknown,0,471,57,management,married,secondary,4909908,F
3230,1882,yes,no,87,1,unknown,0,496,42,technician,single,secondary,1388727,F
3231,0,yes,no,183,5,unknown,0,489,58,services,married,secondary,524610,M
3232,1927,yes,no,62,1,unknown,0,414,40,services,divorced,secondary,4261635,M
3233,3383,yes,yes,150,1,unknown,0,350,49,services,divorced,secondary,4438598,F
3234,244,yes,no,244,1,unknown,0,482,46,management,single,secondary,4513184,F
3235,1705,yes,no,367,2,unknown,0,246,54,technician,divorced,secondary,1135813,F
3236,1164,yes,no,325,1,unknown,0,193,60,entrepreneur,married,tertiary,1367234,M
3237,3383,yes,no,197,1,unknown,0,320,42,blue-collar,married,secondary,777988,F
3238,1620,yes,no,121,1,unknown,0,398,43,blue-collar,married,primary,1828021,M
3239,149,yes,no,27,1,unknown,0,271,41,self-employed,married,secondary,1251686,M
3240,2479,yes,yes,157,1,unknown,0,146,60,retired,divorced,secondary,1140306,M
3241,3383,yes,yes,203,1,unknown,0,354,51,entrepreneur,married,tertiary,1100297,M
3242,1913,yes,no,115,1,unknown,0,137,48,blue-collar,married,secondary,2218956,M
3243,1563,yes,no,112,1,unknown,0,164,41,blue-collar,divorced,primary,4463623,F
3244,708,yes,no,104,1,unknown,0,383,50,blue-collar,single,secondary,4155582,M
3245,1172,yes,no,153,1,unknown,0,339,41,blue-collar,married,primary,2933675,M
3246,2086,yes,no,182,2,unknown,0,137,60,retired,married,secondary,833531,M
3247,524,yes,no,55,1,unknown,0,465,54,blue-collar,married,secondary,1837972,M
3248,221,yes,no,305,1,unknown,0,177,49,entrepreneur,married,tertiary,2638227,M
3249,52,yes,yes,140,1,unknown,0,344,47,management,married,primary,1047302,F
3250,175,yes,no,180,2,unknown,0,405,36,blue-collar,single,secondary,4598355,M
3251,149,yes,no,643,2,unknown,0,498,45,blue-collar,married,secondary,4597730,F
3252,1530,yes,no,173,1,unknown,0,223,49,admin.,married,secondary,1747811,M
3253,0,yes,no,374,1,unknown,0,178,47,blue-collar,married,primary,4596834,M
3254,1934,no,yes,240,1,unknown,0,103,46,admin.,married,secondary,4419177,F
3255,137,yes,yes,643,2,unknown,0,222,29,management,married,tertiary,3289338,F
3256,276,yes,yes,219,1,unknown,0,348,44,entrepreneur,married,primary,467964,M
3257,1758,yes,no,41,1,unknown,0,358,52,blue-collar,divorced,primary,1933864,M
3258,49,yes,no,558,6,unknown,0,457,33,blue-collar,single,secondary,2442886,M
3259,960,yes,no,436,1,unknown,0,480,43,blue-collar,married,secondary,2914162,M
3260,959,yes,no,463,1,unknown,0,287,45,blue-collar,married,primary,2555192,F
